Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RecordID
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1049,2,Male,36,3,1,Human Resources,2,Single,2177.0,8318,1,No,16,3,1,0,6.0,3,3,6.0,3,0,4,100760
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1050,3,Female,38,2,3,Sales Executive,2,Married,7525.0,23537,2,No,12,3,1,1,30.0,2,3,5.0,7,6,12,100761
36,Yes,Travel_Rarely,660,Research and Development,15,3,Other,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834.0,7858,7,No,14,3,2,1,9.0,3,2,1.0,0,0,0,100762
26,Yes,Travel_Frequently,342,Research and Development,2,3,Life Sciences,1053,1,Male,57,3,1,Research Scientist,1,Married,2042.0,15346,6,Yes,14,3,2,1,6.0,2,3,3.0,2,1,2,100763
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1055,3,Female,87,3,1,Sales Representative,3,Married,2220.0,18410,1,Yes,19,3,4,1,1.0,2,3,1.0,1,0,0,100764
28,No,Travel_Rarely,1144,Sales,10,1,Medical,1056,4,Male,74,3,1,Sales Representative,2,Married,1052.0,23384,1,No,22,4,2,0,1.0,5,3,1.0,0,0,0,100765
38,No,Travel_Frequently,1186,Research and Development,3,4,Other,1060,3,Male,44,3,1,Research Scientist,3,Married,4945.5,2997,3,No,16,3,1,1,8.0,2,3,2.0,2,2,2,100766
50,No,Travel_Rarely,1464,Research and Development,2,4,Medical,1061,2,Male,62,3,5,Research Director,3,Married,4945.5,12853,2,Yes,11,3,4,1,29.0,2,2,8.0,1,7,7,100767
37,No,Travel_Rarely,124,Research and Development,3,3,Other,1062,4,Female,35,3,2,Healthcare Representative,2,Single,4107.0,13848,3,No,15,3,1,0,8.0,3,2,4.0,3,0,1,100768
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1066,3,Male,74,3,2,Sales Executive,1,Married,8396.0,22217,1,No,14,3,2,1,8.0,3,2,7.0,7,7,5,100769
26,No,Travel_Frequently,921,Research and Development,1,1,Medical,1068,1,Female,66,2,1,Research Scientist,3,Divorced,2007.0,25265,1,No,13,3,3,2,5.0,5,3,5.0,3,1,3,100770
46,No,Travel_Rarely,430,Research and Development,1,4,Medical,1069,4,Male,40,3,5,Research Director,4,Divorced,16790.5,21445,9,No,17,3,4,2,23.0,0,3,2.0,2,2,2,100771
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1070,3,Female,41,2,3,Sales Executive,3,Married,10686.0,8392,6,No,11,3,2,1,13.0,4,3,9.0,4,7,0,100314
56,No,Travel_Frequently,1240,Research and Development,9,3,Medical,1071,1,Female,63,3,1,Research Scientist,3,Married,2942.0,12154,2,No,19,3,2,1,18.0,4,3,5.0,4,0,3,100773
36,No,Travel_Rarely,796,Research and Development,12,5,Medical,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858.0,15669,0,No,11,3,2,0,15.0,2,2,14.0,8,7,8,100774
55,No,Non-Travel,444,Research and Development,2,1,Medical,1074,3,Male,40,2,4,Manager,1,Single,16756.0,17323,7,No,15,3,2,0,31.0,3,4,9.0,7,6,2,100775
43,No,Travel_Rarely,415,Sales,25,3,Medical,1076,3,Male,79,2,3,Sales Executive,4,Divorced,10798.0,5268,5,No,13,3,3,1,18.0,5,3,1.0,0,0,0,100776
20,Yes,Travel_Frequently,769,Sales,9,3,Life Sciences,1077,4,Female,54,3,1,Sales Representative,4,Single,4945.5,17205,1,Yes,14,3,2,0,2.0,3,3,2.0,2,0,2,100777
21,Yes,Travel_Rarely,1334,Research and Development,10,3,Life Sciences,1079,3,Female,36,2,1,Laboratory Technician,1,Single,1416.0,17258,1,No,13,3,1,0,1.0,6,2,1.0,0,1,0,100778
46,No,Travel_Rarely,1003,Research and Development,8,4,Life Sciences,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615.0,21029,8,Yes,23,4,1,3,19.0,2,3,16.0,13,1,7,100779
51,Yes,Travel_Rarely,1323,Research and Development,4,4,Life Sciences,1081,1,Male,34,3,1,Research Scientist,3,Married,2461.0,10332,9,Yes,12,3,3,3,18.0,2,4,10.0,0,2,7,100780
28,Yes,Non-Travel,1366,Research and Development,24,2,Technical Degree,1082,2,Male,72,2,3,Healthcare Representative,1,Single,8722.0,12355,1,No,12,3,1,0,10.0,2,2,10.0,7,1,9,100781
26,No,Travel_Rarely,192,Research and Development,1,2,Medical,1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955.0,11141,1,No,16,3,1,2,6.0,2,3,5.0,3,1,3,100782
30,No,Travel_Rarely,1176,Research and Development,20,3,Other,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9957.0,9096,0,No,15,3,3,1,7.0,1,2,6.0,2,0,2,100783
41,No,Travel_Rarely,509,Research and Development,7,2,Technical Degree,1085,2,Female,43,4,1,Research Scientist,3,Married,3376.0,18863,1,No,13,3,3,0,10.0,3,3,10.0,6,0,8,100784
38,No,Travel_Rarely,330,Research and Development,17,1,Life Sciences,1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823.0,24608,0,No,18,3,1,1,20.0,4,2,19.0,9,1,9,100785
40,No,Travel_Rarely,1492,Research and Development,20,4,Technical Degree,1092,1,Male,61,3,3,Healthcare Representative,4,Married,10322.0,26542,4,No,20,4,4,1,14.0,6,3,5.0,10,11,1,100786
27,No,Non-Travel,1277,Research and Development,8,5,Life Sciences,1094,1,Male,87,1,1,Laboratory Technician,3,Married,4621.0,5869,1,No,19,3,4,3,3.0,4,3,3.0,2,1,2,100787
55,No,Travel_Frequently,1091,Research and Development,2,1,Life Sciences,1096,4,Male,65,3,3,nan,2,Married,10976.0,15813,3,No,18,3,2,1,23.0,4,3,5.0,2,1,2,100788
28,No,Travel_Rarely,857,Research and Development,10,3,Other,1097,3,Female,59,3,2,Research Scientist,3,Single,3660.0,7909,3,No,13,3,4,0,10.0,4,4,8.0,7,1,7,100789
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1098,2,Male,91,2,3,Human Resources,1,Married,10482.0,2326,9,No,14,3,4,1,24.0,1,3,20.0,6,3,6,100790
33,No,Travel_Rarely,654,Research and Development,5,3,Life Sciences,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119.0,21214,4,No,15,3,3,1,9.0,2,3,3.0,2,1,2,100791
36,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1100,4,Male,86,3,3,Sales Executive,1,Single,9582.0,10333,0,Yes,22,4,1,0,9.0,2,3,8.0,7,4,7,100792
33,Yes,Travel_Frequently,827,Research and Development,29,4,Medical,1101,1,Female,54,2,2,Research Scientist,3,Single,4508.0,3129,1,No,22,4,2,0,14.0,4,3,13.0,7,3,8,100793
28,No,Travel_Rarely,895,Research and Development,15,2,Life Sciences,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207.0,22482,1,No,16,3,4,1,4.0,5,2,4.0,2,2,2,100794
34,No,Travel_Frequently,618,Research and Development,3,1,Life Sciences,1103,1,Male,45,3,2,Healthcare Representative,4,Single,7756.0,22266,0,No,17,3,3,0,7.0,1,2,6.0,2,0,4,100795
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694.0,24223,2,Yes,14,3,3,3,8.0,5,3,1.0,0,0,0,100796
25,Yes,Travel_Rarely,1219,Research and Development,4,1,Technical Degree,1106,4,Male,32,3,1,Laboratory Technician,4,Married,3691.0,4605,1,Yes,15,3,2,1,7.0,3,4,7.0,7,5,6,100797
26,Yes,Travel_Rarely,1330,Research and Development,21,3,Medical,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377.0,19373,1,No,20,4,3,1,1.0,0,2,1.0,1,0,0,100798
33,Yes,Travel_Rarely,1017,Research and Development,25,3,Life Sciences,1108,1,Male,55,2,1,Research Scientist,2,Single,2313.0,2993,4,Yes,20,4,2,0,5.0,0,3,2.0,2,2,2,100799
36,No,Travel_Rarely,469,Research and Development,2,2,Medical,1109,4,Male,35,3,4,Manager,1,Married,16790.5,14399,0,No,17,3,4,1,23.0,3,3,22.0,6,13,7,100800
28,Yes,Travel_Frequently,1009,Research and Development,1,3,Medical,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596.0,7160,1,No,15,3,1,2,1.0,2,3,1.0,0,0,0,100801
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1113,4,Male,81,3,2,Sales Executive,3,Single,4728.0,17251,3,Yes,14,3,4,0,5.0,4,3,0.0,0,0,0,100802
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1114,4,Female,30,3,2,Sales Executive,2,Married,4302.0,13401,0,No,17,3,3,1,4.0,3,3,3.0,2,0,2,100803
34,No,Non-Travel,697,Research and Development,3,4,Life Sciences,1115,3,Male,40,2,1,Research Scientist,4,Married,4945.5,22478,3,No,17,3,4,3,6.0,2,3,0.0,0,0,0,100804
48,No,Non-Travel,1262,Research and Development,1,4,Medical,1116,1,Male,35,4,4,Manager,4,Single,16790.5,16154,2,No,22,4,3,0,27.0,3,2,5.0,4,2,1,100805
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1117,2,Female,65,2,2,Sales Executive,3,Married,5593.0,17970,1,No,13,3,4,1,15.0,2,3,15.0,10,4,12,100806
52,No,Travel_Rarely,994,Research and Development,7,4,Life Sciences,1118,2,Male,87,3,3,Healthcare Representative,2,Single,10445.0,15322,7,No,19,3,4,0,18.0,4,3,8.0,6,4,0,100807
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740.0,5569,0,Yes,14,3,2,2,9.0,2,3,8.0,7,2,7,100808
29,No,Travel_Rarely,1107,Research and Development,28,4,Life Sciences,1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514.0,26968,4,No,22,4,1,1,11.0,1,3,7.0,5,1,7,100809
28,No,Travel_Rarely,950,Research and Development,3,3,Medical,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655.0,8039,0,No,17,3,2,3,10.0,3,2,5.0,7,1,7,100810
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1124,1,Male,52,3,4,Manager,3,Married,16790.5,15596,3,No,12,3,4,1,23.0,3,3,12.0,9,4,9,100811
38,No,Travel_Rarely,130,Sales,2,2,Marketing,1125,4,Male,32,3,3,Sales Executive,2,Single,7351.0,20619,7,No,16,3,3,0,10.0,2,3,1.0,0,0,0,100812
43,No,Travel_Frequently,1082,Research and Development,27,3,Life Sciences,1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820.0,11535,8,No,11,3,3,1,18.0,1,3,5.0,7,0,1,100813
39,Yes,Travel_Frequently,203,Research and Development,2,3,Life Sciences,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169.0,13547,7,No,11,3,4,3,21.0,4,3,18.0,7,11,5,100814
36,No,Travel_Rarely,1308,Research and Development,14,3,Medical,1128,3,Male,44,2,5,Research Director,3,Single,4945.5,17544,1,No,14,3,1,0,21.0,2,4,20.0,7,4,9,100815
21,No,Travel_Rarely,984,Research and Development,1,1,Technical Degree,1131,4,Female,70,2,1,Research Scientist,2,Single,4945.5,25326,1,Yes,11,3,3,0,2.0,6,4,2.0,2,2,2,100816
39,No,Non-Travel,439,Research and Development,9,3,Life Sciences,1132,3,Male,70,3,2,Laboratory Technician,2,Single,6782.0,8770,9,No,15,3,3,0,9.0,2,2,5.0,4,0,3,100817
36,No,Non-Travel,217,Research and Development,18,4,Life Sciences,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779.0,23238,2,No,20,4,1,0,18.0,0,3,11.0,9,0,9,100818
36,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1135,3,Male,67,4,1,Sales Representative,4,Married,4945.5,21981,0,No,12,3,1,1,3.0,4,3,2.0,2,2,2,100819
28,No,Travel_Rarely,1451,Research and Development,2,1,Life Sciences,1136,1,Male,67,2,1,Research Scientist,2,Married,3201.0,19911,0,No,17,3,1,0,6.0,2,1,5.0,3,0,4,100820
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4945.5,18500,1,No,11,3,4,1,5.0,3,3,5.0,2,0,2,100821
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1138,4,Male,56,2,4,Sales Executive,2,Married,13120.0,11879,6,No,17,3,2,1,22.0,3,3,9.0,8,2,3,100822
34,No,Travel_Frequently,1003,Research and Development,2,2,Life Sciences,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033.0,15834,2,No,11,3,4,0,5.0,3,2,3.0,2,0,2,100823
29,No,Travel_Frequently,490,Research and Development,10,3,Life Sciences,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291.0,17940,0,No,14,3,4,2,8.0,2,2,7.0,5,1,1,100824
42,No,Travel_Rarely,188,Research and Development,29,3,Medical,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272.0,9558,4,No,19,3,1,0,16.0,3,3,1.0,0,0,0,100825
29,No,Travel_Rarely,718,Research and Development,8,1,Medical,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056.0,17689,1,Yes,15,3,3,1,10.0,2,2,10.0,7,1,2,100826
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1152,3,Male,37,4,1,Human Resources,3,Married,2844.0,6004,1,No,13,3,4,1,7.0,2,4,7.0,6,5,0,100827
28,No,Travel_Frequently,773,Research and Development,6,3,Life Sciences,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703.0,22088,1,Yes,14,3,4,1,3.0,2,3,3.0,1,0,2,100828
18,Yes,Non-Travel,247,Research and Development,8,1,Medical,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904.0,13556,1,No,12,3,4,0,0.0,0,3,0.0,0,0,0,100829
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1157,1,Female,77,3,2,Sales Executive,1,Single,8224.0,18385,0,Yes,17,3,1,0,6.0,3,3,5.0,2,0,3,100830
41,No,Travel_Rarely,167,Research and Development,12,4,Life Sciences,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766.0,9051,3,Yes,11,3,1,1,6.0,4,3,1.0,0,0,0,100831
31,Yes,Travel_Frequently,874,Research and Development,15,3,Medical,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610.0,6233,1,No,12,3,3,1,2.0,5,2,2.0,2,2,2,100832
37,No,Travel_Rarely,367,Research and Development,25,2,Medical,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731.0,17171,7,No,13,3,3,2,9.0,2,3,6.0,2,1,3,100833
27,No,Travel_Rarely,199,Research and Development,6,3,Life Sciences,1162,4,Male,55,2,1,Research Scientist,3,Married,2539.0,7950,1,No,13,3,3,1,4.0,0,3,4.0,2,2,2,100834
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1163,2,Female,70,3,2,Sales Executive,3,Married,5714.0,5829,1,No,20,4,1,0,6.0,3,2,6.0,5,1,3,100835
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1164,3,Male,100,3,1,Human Resources,3,Single,4323.0,7108,1,No,17,3,2,0,6.0,2,1,5.0,4,1,4,100836
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1165,4,Female,45,2,3,Sales Executive,1,Married,7336.0,11162,1,No,13,3,1,1,11.0,3,1,11.0,8,3,10,100837
40,No,Travel_Frequently,593,Research and Development,9,4,Medical,1166,2,Female,88,3,3,Research Director,3,Single,13499.0,13782,9,No,17,3,3,0,20.0,3,2,18.0,7,2,13,100838
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1167,3,Male,44,3,4,Sales Executive,1,Single,13758.0,2447,0,Yes,12,3,2,0,22.0,2,2,21.0,9,13,14,100839
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1171,2,Male,45,3,2,Sales Executive,1,Single,5155.0,2253,7,No,13,3,4,0,9.0,3,4,6.0,4,1,5,100840
35,No,Travel_Rarely,982,Research and Development,1,4,Medical,1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258.0,16340,6,No,12,3,2,1,10.0,2,3,8.0,0,1,7,100841
24,No,Travel_Rarely,477,Research and Development,24,3,Medical,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597.0,6409,8,No,22,4,4,0,10.0,2,3,4.0,3,1,2,100842
28,Yes,Travel_Rarely,1485,Research and Development,12,1,Life Sciences,1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515.0,22955,1,Yes,11,3,4,0,1.0,4,2,5.0,1,0,0,100843
26,No,Travel_Rarely,1384,Research and Development,3,4,Medical,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4945.5,13421,1,No,22,4,2,1,8.0,2,3,8.0,7,0,7,100844
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1179,3,Male,72,2,2,Sales Executive,3,Married,6578.0,2706,1,No,18,3,1,1,10.0,3,3,10.0,3,1,4,100845
40,No,Travel_Frequently,902,Research and Development,26,2,Medical,1180,3,Female,92,2,2,Research Scientist,4,Married,4422.0,21203,3,Yes,13,3,4,1,16.0,3,1,1.0,1,0,0,100846
35,No,Travel_Rarely,819,Research and Development,2,3,Life Sciences,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274.0,19588,2,No,18,3,2,1,15.0,2,4,7.0,7,6,4,100847
34,No,Travel_Frequently,669,Research and Development,1,3,Medical,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343.0,25755,0,No,20,4,3,0,14.0,3,3,13.0,9,4,9,100848
35,No,Travel_Frequently,636,Research and Development,4,4,Other,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376.0,26537,1,No,13,3,2,1,2.0,2,4,2.0,2,2,2,100849
36,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1188,1,Female,85,1,2,Sales Executive,3,Single,5346.0,9489,8,No,13,3,2,0,7.0,2,2,4.0,3,1,3,100850
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827.0,14947,1,No,12,3,3,3,1.0,3,3,1.0,0,0,0,100851
56,No,Travel_Rarely,718,Research and Development,4,4,Technical Degree,1191,4,Female,92,3,5,Manager,1,Divorced,16790.5,18575,4,No,13,3,4,1,28.0,2,3,5.0,2,4,2,100852
29,No,Travel_Rarely,1401,Research and Development,6,1,Medical,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131.0,26342,1,No,13,3,1,1,10.0,5,3,10.0,8,0,8,100853
19,No,Travel_Rarely,645,Research and Development,9,2,Life Sciences,1193,3,Male,54,3,1,Research Scientist,1,Single,2552.0,7172,1,No,25,4,3,0,1.0,4,3,1.0,1,0,0,100854
45,No,Travel_Rarely,1457,Research and Development,7,3,Medical,1195,1,Female,83,3,1,Research Scientist,3,Married,4477.0,20100,4,Yes,19,3,3,1,7.0,2,2,3.0,2,0,2,100855
37,No,Travel_Rarely,977,Research and Development,1,3,Life Sciences,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474.0,9961,1,No,13,3,2,1,14.0,2,2,14.0,8,3,11,100856
20,No,Travel_Rarely,805,Research and Development,3,3,Life Sciences,1198,1,Male,87,2,1,Laboratory Technician,3,Single,3033.0,12828,1,No,12,3,1,0,2.0,2,2,2.0,2,1,2,100857
44,Yes,Travel_Rarely,1097,Research and Development,10,4,Life Sciences,1200,3,Male,96,3,1,Research Scientist,3,Single,2936.0,10826,1,Yes,11,3,3,0,6.0,4,3,6.0,4,0,2,100858
53,No,Travel_Rarely,1223,Research and Development,7,2,Medical,1201,4,Female,50,3,5,Manager,3,Divorced,16790.5,18640,3,No,18,3,2,1,26.0,6,3,7.0,7,4,7,100859
29,No,Travel_Rarely,942,Research and Development,15,1,Life Sciences,1202,2,Female,69,1,1,Research Scientist,4,Married,2168.0,26933,0,Yes,18,3,1,1,6.0,2,2,5.0,4,1,3,100860
22,Yes,Travel_Frequently,1256,Research and Development,3,4,Life Sciences,1203,3,Male,48,2,1,Research Scientist,4,Married,2853.0,4223,0,Yes,11,3,2,1,1.0,5,3,0.0,0,0,0,100861
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,1204,3,Female,69,3,4,Manager,1,Married,16790.5,24097,8,No,23,4,1,0,28.0,2,3,26.0,15,15,9,100862
44,No,Non-Travel,111,Research and Development,17,3,Life Sciences,1206,4,Male,74,1,1,Research Scientist,3,Single,2290.0,4279,2,No,13,3,4,0,6.0,3,3,0.0,0,0,0,100863
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1207,2,Male,99,3,1,Human Resources,3,Married,3600.0,8429,1,No,13,3,4,1,5.0,2,3,5.0,4,1,4,100864
41,Yes,Non-Travel,906,Research and Development,5,2,Life Sciences,1210,1,Male,95,2,1,Research Scientist,1,Divorced,2107.0,20293,6,No,17,3,1,1,5.0,2,1,1.0,0,0,0,100865
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115.0,13192,8,No,19,3,3,3,8.0,3,3,4.0,3,0,3,100866
40,No,Travel_Frequently,1184,Sales,2,4,Medical,1212,2,Male,62,3,2,Sales Executive,2,Married,4327.0,25440,5,No,12,3,4,3,5.0,2,3,0.0,0,0,0,100867
50,No,Travel_Frequently,1421,Research and Development,2,3,Medical,1215,4,Female,30,3,4,Manager,1,Married,16790.5,9490,2,No,22,4,3,1,32.0,3,3,2.0,2,2,2,100868
28,No,Travel_Rarely,1179,Research and Development,19,4,Medical,1216,4,Male,78,2,1,Laboratory Technician,1,Married,4945.5,12449,1,No,12,3,3,3,6.0,2,3,6.0,5,3,3,100869
46,No,Travel_Rarely,1450,Research and Development,15,2,Life Sciences,1217,4,Male,52,3,5,Research Director,2,Married,16790.5,10849,5,No,11,3,1,1,25.0,2,3,4.0,2,0,3,100870
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1218,3,Male,94,3,2,Sales Executive,1,Married,8966.0,21026,3,Yes,15,3,4,3,15.0,2,3,7.0,7,1,7,100871
24,Yes,Travel_Rarely,984,Research and Development,17,2,Life Sciences,1219,4,Female,97,3,1,Laboratory Technician,2,Married,2210.0,3372,1,No,13,3,1,1,1.0,3,1,1.0,0,0,0,100872
36,No,Travel_Frequently,1146,Sales,25,3,Medical,1220,2,Female,82,3,2,Sales Executive,3,Married,4539.0,4905,1,No,12,3,1,1,10.0,3,2,10.0,7,0,1,100873
36,No,Travel_Rarely,917,Research and Development,6,4,Life Sciences,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741.0,6865,1,No,14,3,3,1,7.0,4,3,7.0,7,1,7,100874
30,No,Travel_Rarely,853,Research and Development,7,4,Life Sciences,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491.0,11309,1,No,13,3,1,3,10.0,4,2,10.0,7,8,9,100875
44,No,Travel_Rarely,200,Research and Development,29,4,Other,1225,4,Male,32,3,2,Research Scientist,4,Single,4541.0,7744,1,No,25,4,2,0,20.0,3,3,20.0,11,13,17,100876
20,No,Travel_Rarely,654,Sales,21,3,Marketing,1226,3,Male,43,4,1,Sales Representative,4,Single,2678.0,5050,1,No,17,3,4,0,2.0,2,3,2.0,1,2,2,100877
36,No,Travel_Rarely,150,Research and Development,2,4,Technical Degree,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379.0,17433,2,No,11,3,3,1,12.0,3,2,6.0,3,1,4,100878
42,No,Non-Travel,179,Human Resources,2,5,Medical,1231,4,Male,79,4,2,Human Resources,1,Married,6272.0,12858,7,No,16,3,1,1,10.0,3,4,4.0,3,0,3,100879
60,No,Travel_Rarely,696,Sales,7,4,Marketing,1233,2,Male,52,4,2,Sales Executive,4,Divorced,5220.0,10893,0,Yes,18,3,2,1,12.0,3,3,11.0,7,1,9,100880
32,No,Travel_Frequently,116,Research and Development,13,3,Other,1234,3,Female,77,2,1,Laboratory Technician,2,Married,2743.0,7331,1,No,20,4,3,1,2.0,2,3,2.0,2,2,2,100881
32,No,Travel_Frequently,1316,Research and Development,2,2,Life Sciences,1235,4,Female,38,3,2,Research Scientist,3,Single,4998.0,2338,4,Yes,14,3,4,0,10.0,2,3,8.0,7,0,7,100882
36,No,Travel_Rarely,363,Research and Development,1,3,Technical Degree,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252.0,4235,2,Yes,21,4,3,1,17.0,2,3,7.0,7,7,7,100883
33,No,Travel_Rarely,117,Research and Development,9,3,Medical,1238,1,Male,60,3,1,Research Scientist,4,Married,2781.0,6311,0,No,13,3,2,1,15.0,5,3,14.0,10,4,10,100884
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1239,2,Female,84,2,2,Sales Executive,2,Divorced,6852.0,11591,7,No,12,3,2,1,7.0,2,4,5.0,1,1,3,100885
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1240,3,Male,57,3,2,Sales Executive,4,Single,4950.0,20623,0,No,14,3,2,0,5.0,4,3,4.0,3,1,1,100886
30,No,Travel_Rarely,1465,Research and Development,1,3,Medical,1241,4,Male,63,3,1,Research Scientist,2,Married,3579.0,9369,0,Yes,21,4,1,1,12.0,2,3,11.0,9,5,7,100887
42,No,Travel_Frequently,458,Research and Development,26,5,Medical,1242,1,Female,60,3,3,Research Director,1,Married,13191.0,23281,3,Yes,17,3,3,0,20.0,6,3,1.0,0,0,0,100888
35,No,Non-Travel,1212,Sales,8,2,Marketing,1243,3,Female,78,2,3,Sales Executive,4,Married,10377.0,13755,4,Yes,11,3,2,1,16.0,6,2,13.0,2,4,12,100889
27,No,Travel_Rarely,1103,Research and Development,14,3,Life Sciences,1244,1,Male,42,3,1,Research Scientist,1,Married,2235.0,14377,1,Yes,14,3,4,2,9.0,3,2,9.0,7,6,8,100890
54,No,Travel_Frequently,966,Research and Development,1,4,Life Sciences,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502.0,9659,7,No,17,3,1,1,33.0,2,1,5.0,4,1,4,100891
44,No,Travel_Rarely,1117,Research and Development,2,1,Life Sciences,1246,1,Female,72,4,1,Research Scientist,4,Married,2011.0,19982,1,No,13,3,4,1,10.0,5,3,10.0,5,7,7,100892
19,Yes,Non-Travel,504,Research and Development,10,3,Medical,1248,1,Female,96,2,1,Research Scientist,2,Single,1859.0,6148,1,Yes,25,4,2,0,1.0,2,4,1.0,1,0,0,100893
29,No,Travel_Rarely,1010,Research and Development,1,3,Life Sciences,1249,1,Female,97,3,1,Research Scientist,4,Divorced,3760.0,5598,1,No,15,3,1,3,3.0,5,3,3.0,2,1,2,100894
54,No,Travel_Rarely,685,Research and Development,3,3,Life Sciences,1250,4,Male,85,3,4,Research Director,4,Married,4945.5,23474,3,No,14,3,1,0,36.0,2,3,10.0,9,0,9,100895
31,No,Travel_Rarely,1332,Research and Development,11,2,Medical,1251,3,Male,80,3,2,Healthcare Representative,1,Married,6833.0,17089,1,Yes,12,3,4,0,6.0,2,2,6.0,5,0,1,100896
31,No,Travel_Rarely,1062,Research and Development,24,3,Medical,1252,3,Female,96,2,2,Healthcare Representative,1,Single,6812.0,17198,1,No,19,3,2,0,10.0,2,3,10.0,9,1,8,100897
