Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RecordID,IncomePerWorkingYear,ExperienceLevel,PromotionRate,TenureGroup,HighIncomeIndicator
29,Yes,Travel_Rarely,341,Sales,1,3,Medical,896,2,Female,48,2,1,Sales Representative,3,Divorced,2800.0,23522,6,Yes,19,3,3,3,5.0,3,3,3.0,2,0,2,100646,466.6666666666667,Mid,0.0,1–3 Years,0
53,No,Travel_Rarely,868,Sales,8,3,Marketing,897,1,Male,73,3,4,Sales Executive,4,Married,11836.0,22789,5,No,14,3,3,1,28.0,3,3,2.0,0,2,2,100647,408.13793103448273,Senior,0.6666666666666666,1–3 Years,1
35,No,Travel_Rarely,672,Research and Development,25,3,Technical Degree,899,4,Male,78,2,3,Manufacturing Director,2,Married,10903.0,9129,3,No,16,3,1,0,16.0,2,3,13.0,10,4,8,100648,641.3529411764706,Senior,0.2857142857142857,5+ Years,1
37,No,Travel_Frequently,1231,Sales,21,2,Medical,900,3,Female,54,3,1,Sales Representative,4,Married,4945.5,21222,5,No,15,3,2,1,10.0,3,3,5.0,4,0,0,100649,449.59090909090907,Mid,0.0,3–5 Years,0
53,No,Travel_Rarely,102,Research and Development,23,4,Life Sciences,901,4,Female,72,3,4,Research Director,4,Single,14275.0,20206,6,No,18,3,3,0,33.0,0,3,12.0,9,3,8,100650,419.8529411764706,Senior,0.23076923076923078,5+ Years,1
43,No,Travel_Frequently,422,Research and Development,1,3,Life Sciences,902,4,Female,33,3,2,Healthcare Representative,4,Married,5562.0,21782,4,No,13,3,2,1,12.0,2,2,5.0,2,2,2,100651,427.84615384615387,Senior,0.3333333333333333,3–5 Years,1
47,No,Travel_Rarely,249,Sales,2,2,Marketing,903,3,Female,35,3,2,Sales Executive,4,Married,4537.0,17783,0,Yes,22,4,1,1,8.0,2,3,5.0,6,7,7,100652,504.1111111111111,Mid,1.1666666666666667,3–5 Years,0
37,No,Non-Travel,1252,Sales,19,2,Medical,904,1,Male,32,3,3,Sales Executive,2,Single,7642.0,4814,1,Yes,13,3,4,0,10.0,2,3,10.0,0,0,9,100653,694.7272727272727,Mid,0.0,5+ Years,1
50,No,Non-Travel,881,Research and Development,2,4,Life Sciences,905,1,Male,98,3,4,Manager,1,Divorced,16790.5,4544,1,No,11,3,4,1,31.0,3,3,31.0,6,14,7,100654,524.703125,Senior,0.4375,5+ Years,1
39,No,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,909,4,Female,42,2,2,Human Resources,4,Married,5204.0,7790,8,No,11,3,3,2,13.0,2,3,5.0,4,0,4,100655,371.7142857142857,Senior,0.0,3–5 Years,1
33,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,910,4,Male,57,3,1,Human Resources,2,Divorced,2277.0,22650,3,Yes,11,3,3,1,10.0,4,4,4.0,3,0,3,100656,207.0,Mid,0.0,3–5 Years,0
32,Yes,Travel_Rarely,374,Research and Development,25,4,Life Sciences,911,1,Male,87,3,1,Laboratory Technician,4,Single,2795.0,18016,1,Yes,24,4,3,0,1.0,2,1,1.0,0,0,1,100657,1397.5,Junior,0.0,0–1 Years,0
29,No,Travel_Rarely,1086,Research and Development,7,1,Medical,912,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532.0,6054,6,No,14,3,3,3,8.0,5,3,4.0,3,0,3,100658,281.3333333333333,Mid,0.0,3–5 Years,0
44,No,Travel_Rarely,661,Research and Development,9,2,Life Sciences,913,2,Male,61,3,1,Research Scientist,1,Married,2559.0,7508,1,Yes,13,3,4,0,8.0,0,3,8.0,7,7,1,100659,284.3333333333333,Mid,0.7777777777777778,5+ Years,0
28,No,Travel_Rarely,821,Sales,5,4,Medical,916,1,Male,98,3,2,Sales Executive,4,Single,4908.0,24252,1,No,14,3,2,0,4.0,3,3,4.0,2,0,2,100660,981.6,Mid,0.0,3–5 Years,0
58,Yes,Travel_Frequently,781,Research and Development,2,1,Life Sciences,918,4,Male,57,2,1,Laboratory Technician,4,Divorced,2380.0,13384,9,Yes,14,3,4,1,3.0,3,2,1.0,0,0,0,100661,595.0,Junior,0.0,0–1 Years,0
43,No,Travel_Rarely,177,Research and Development,8,3,Life Sciences,920,1,Female,55,3,2,Manufacturing Director,2,Divorced,4765.0,23814,4,No,21,4,3,1,4.0,2,4,1.0,0,0,0,100662,953.0,Mid,0.0,0–1 Years,0
20,Yes,Travel_Rarely,500,Sales,2,3,Medical,922,3,Female,49,2,1,Sales Representative,3,Single,2044.0,22052,1,No,13,3,4,0,2.0,3,2,2.0,2,0,2,100663,681.3333333333334,Junior,0.0,1–3 Years,0
21,Yes,Travel_Rarely,1427,Research and Development,18,1,Other,923,4,Female,65,3,1,Research Scientist,4,Single,2693.0,8870,1,No,19,3,1,0,1.0,3,2,1.0,0,0,0,100664,1346.5,Junior,0.0,0–1 Years,0
36,No,Travel_Rarely,1425,Research and Development,14,1,Life Sciences,924,3,Male,68,3,2,Healthcare Representative,4,Married,6586.0,4821,0,Yes,17,3,1,1,17.0,2,2,16.0,8,4,11,100665,365.8888888888889,Senior,0.23529411764705882,5+ Years,1
47,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,925,4,Female,65,2,1,Sales Representative,4,Single,3294.0,13137,1,Yes,18,3,1,0,3.0,3,2,3.0,2,1,2,100666,823.5,Junior,0.25,1–3 Years,0
22,Yes,Travel_Rarely,617,Research and Development,3,1,Life Sciences,926,2,Female,34,3,2,Manufacturing Director,3,Married,4171.0,10022,0,Yes,19,3,1,1,10.0,3,4,3.0,2,0,2,100667,379.1818181818182,Mid,0.0,1–3 Years,0
41,Yes,Travel_Rarely,1085,Research and Development,2,4,Life Sciences,927,2,Female,57,1,1,Laboratory Technician,4,Divorced,4945.5,17725,4,Yes,13,3,3,1,10.0,1,2,7.0,7,1,0,100668,449.59090909090907,Mid,0.125,5+ Years,0
36,No,Travel_Rarely,995,Research and Development,9,3,Medical,930,3,Female,77,3,1,Research Scientist,3,Divorced,2377.0,9834,5,No,18,3,2,1,6.0,2,3,5.0,2,2,2,100669,339.57142857142856,Mid,0.3333333333333333,3–5 Years,0
39,Yes,Travel_Rarely,1122,Research and Development,6,3,Medical,932,4,Male,70,3,1,Laboratory Technician,1,Married,2404.0,4303,7,Yes,21,4,4,0,8.0,2,1,2.0,2,2,2,100670,267.1111111111111,Mid,0.6666666666666666,1–3 Years,0
27,No,Travel_Rarely,618,Research and Development,4,3,Life Sciences,933,2,Female,76,3,1,Research Scientist,3,Single,2318.0,17808,1,No,19,3,3,0,1.0,2,3,1.0,1,0,0,100671,1159.0,Junior,0.0,0–1 Years,0
34,No,Travel_Rarely,546,Research and Development,10,3,Life Sciences,934,2,Male,83,3,1,Laboratory Technician,2,Divorced,2008.0,6896,1,No,14,3,2,2,1.0,3,3,1.0,0,1,0,100672,1004.0,Junior,0.5,0–1 Years,0
42,No,Travel_Rarely,462,Sales,14,2,Medical,936,3,Female,68,2,2,Sales Executive,3,Single,6244.0,7824,7,No,17,3,1,0,10.0,6,3,5.0,4,0,3,100673,567.6363636363636,Mid,0.0,3–5 Years,1
33,No,Travel_Rarely,1198,Research and Development,1,4,Other,939,3,Male,100,2,1,Research Scientist,1,Single,4945.5,3339,3,Yes,11,3,2,0,6.0,1,3,3.0,2,0,2,100674,706.5,Mid,0.0,1–3 Years,0
58,No,Travel_Rarely,1272,Research and Development,5,3,Technical Degree,940,3,Female,37,2,3,Healthcare Representative,2,Divorced,10552.0,9255,2,Yes,13,3,4,1,24.0,3,3,6.0,0,0,4,100675,422.08,Senior,0.0,5+ Years,1
31,No,Travel_Rarely,154,Sales,7,4,Life Sciences,941,2,Male,41,2,1,Sales Representative,3,Married,2329.0,11737,3,No,15,3,2,0,13.0,2,4,7.0,7,5,2,100676,166.35714285714286,Senior,0.625,5+ Years,0
35,No,Travel_Rarely,1137,Research and Development,21,1,Life Sciences,942,4,Female,51,3,2,Healthcare Representative,4,Married,4014.0,19170,1,Yes,25,4,4,1,10.0,2,1,10.0,6,0,7,100677,364.90909090909093,Mid,0.0,5+ Years,0
49,No,Travel_Rarely,527,Research and Development,8,2,Other,944,1,Female,51,3,3,Laboratory Technician,2,Married,7403.0,22477,4,No,11,3,3,1,29.0,3,2,26.0,9,1,7,101154,246.76666666666668,Senior,0.037037037037037035,5+ Years,1
48,No,Travel_Rarely,1469,Research and Development,20,4,Medical,945,4,Male,51,3,1,Research Scientist,3,Married,2259.0,5543,4,No,17,3,1,2,13.0,2,2,0.0,0,0,0,100679,161.35714285714286,Senior,0.0,0–1 Years,0
31,No,Non-Travel,1188,Sales,20,2,Marketing,947,4,Female,45,3,2,Sales Executive,3,Married,6932.0,24406,1,No,13,3,4,1,10.0,2,2,9.0,8,0,0,100680,630.1818181818181,Mid,0.0,5+ Years,1
36,No,Travel_Rarely,188,Research and Development,7,4,Other,949,2,Male,65,3,1,,4,Single,4678.0,23293,2,No,18,3,3,0,8.0,6,3,6.0,2,0,1,100681,519.7777777777778,Mid,0.0,5+ Years,0
38,No,Travel_Rarely,1333,Research and Development,1,3,Technical Degree,950,4,Female,80,3,3,Research Director,1,Married,13582.0,16292,1,No,13,3,2,1,15.0,3,3,15.0,12,5,11,100682,848.875,Senior,0.3125,5+ Years,1
32,No,Non-Travel,1184,Research and Development,1,3,Life Sciences,951,3,Female,70,2,1,Laboratory Technician,2,Married,2332.0,3974,6,No,20,4,3,0,5.0,3,3,3.0,0,0,2,100683,388.6666666666667,Mid,0.0,1–3 Years,0
25,Yes,Travel_Rarely,867,Sales,19,2,Marketing,952,3,Male,36,2,1,Sales Representative,2,Married,2413.0,18798,1,Yes,18,3,3,3,1.0,2,3,5.0,0,0,0,100684,1206.5,Junior,0.0,3–5 Years,0
40,No,Travel_Rarely,658,Sales,10,4,Marketing,954,1,Male,67,2,3,Sales Executive,2,Divorced,9705.0,20652,2,No,12,3,2,1,11.0,2,2,1.0,0,0,0,100685,808.75,Senior,0.0,0–1 Years,1
26,No,Travel_Frequently,1283,Sales,1,3,Medical,956,3,Male,52,2,2,Sales Executive,1,Single,4294.0,11148,1,No,12,3,2,0,7.0,2,3,7.0,7,0,7,100686,536.75,Mid,0.0,5+ Years,0
41,No,Travel_Rarely,263,Research and Development,6,3,Medical,957,4,Male,59,3,1,Laboratory Technician,1,Single,4721.0,3119,2,Yes,13,3,3,0,20.0,3,3,18.0,13,2,17,100687,224.8095238095238,Senior,0.10526315789473684,5+ Years,0
36,No,Travel_Rarely,938,Research and Development,2,4,Medical,958,3,Male,79,3,1,Laboratory Technician,3,Single,2519.0,12287,4,No,21,4,3,0,16.0,6,3,11.0,8,3,9,100688,148.1764705882353,Senior,0.25,5+ Years,0
19,Yes,Travel_Rarely,419,Sales,21,3,Other,959,4,Male,37,2,1,Sales Representative,2,Single,2121.0,9947,1,Yes,13,3,2,0,10.0,3,4,1.0,0,0,0,100689,192.8181818181818,Mid,0.0,0–1 Years,0
20,Yes,Travel_Rarely,129,Research and Development,4,3,Technical Degree,960,1,Male,84,3,1,Laboratory Technician,1,Single,2973.0,13008,1,No,19,3,2,0,1.0,2,3,1.0,0,0,0,100690,1486.5,Junior,0.0,0–1 Years,0
31,No,Travel_Rarely,616,Research and Development,12,3,Medical,961,4,Female,41,3,2,Healthcare Representative,4,Married,5855.0,17369,0,Yes,11,3,3,2,10.0,2,1,9.0,7,8,5,100691,532.2727272727273,Mid,0.8,5+ Years,1
40,No,Travel_Frequently,1469,Research and Development,9,4,Medical,964,4,Male,35,3,1,Research Scientist,2,Divorced,3617.0,25063,8,Yes,14,3,4,1,3.0,2,3,1.0,1,0,0,100692,904.25,Junior,0.0,0–1 Years,0
32,No,Travel_Rarely,498,Research and Development,3,4,Medical,966,3,Female,93,3,2,Manufacturing Director,1,Married,6725.0,13554,1,No,12,3,3,1,8.0,2,4,8.0,7,6,3,100693,747.2222222222222,Mid,0.6666666666666666,5+ Years,1
36,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,967,3,Male,51,2,3,Sales Executive,4,Married,4945.5,5518,1,Yes,11,3,1,1,16.0,6,3,16.0,7,3,7,100694,290.9117647058824,Senior,0.17647058823529413,5+ Years,0
33,No,Travel_Rarely,1069,Research and Development,1,3,Life Sciences,969,2,Female,42,2,2,Healthcare Representative,4,Single,6949.0,12291,0,No,14,3,1,0,6.0,3,3,5.0,0,1,4,100695,992.7142857142857,Mid,0.16666666666666666,3–5 Years,1
37,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,970,1,Male,46,2,3,Sales Executive,3,Married,10609.0,14922,5,No,11,3,3,0,10.0,2,1,5.0,1,11,7,100696,964.4545454545455,Mid,1.8333333333333333,3–5 Years,1
45,No,Non-Travel,805,Research and Development,4,2,Life Sciences,972,3,Male,57,3,2,Laboratory Technician,2,Married,4447.0,23163,1,No,12,3,2,0,9.0,5,2,9.0,7,0,8,100697,444.7,Mid,0.0,5+ Years,0
29,No,Travel_Frequently,1404,Sales,20,3,Technical Degree,974,3,Female,84,3,1,Sales Representative,4,Married,2157.0,18203,1,No,15,3,2,1,10.0,5,3,3.0,1,0,2,100698,196.0909090909091,Mid,0.0,1–3 Years,0
35,No,Travel_Rarely,1219,Sales,18,3,Medical,975,3,Female,86,3,2,Sales Executive,3,Married,4601.0,6179,1,No,16,3,2,0,5.0,3,3,5.0,2,1,0,100699,766.8333333333334,Mid,0.16666666666666666,3–5 Years,0
52,No,Travel_Rarely,1053,Research and Development,1,2,Life Sciences,976,4,Male,70,3,4,Manager,4,Married,16790.5,13829,2,No,15,3,2,1,26.0,2,2,9.0,8,7,8,100700,621.8703703703703,Senior,0.7,5+ Years,1
58,Yes,Travel_Rarely,289,Research and Development,2,3,Technical Degree,977,4,Male,51,3,1,Research Scientist,3,Single,2479.0,26227,4,No,24,4,1,0,7.0,4,3,1.0,0,0,0,100701,309.875,Mid,0.0,0–1 Years,0
36,No,Travel_Rarely,1376,Sales,2,2,Medical,981,3,Male,45,3,4,Manager,3,Divorced,14852.0,13938,6,No,13,3,3,1,22.0,3,4,17.0,13,15,2,100702,645.7391304347826,Senior,0.8333333333333334,5+ Years,1
30,No,Travel_Rarely,231,Sales,8,2,Other,982,3,Male,62,3,3,Sales Executive,3,Divorced,7264.0,9977,5,No,11,3,1,1,10.0,2,4,8.0,4,7,7,100703,660.3636363636364,Mid,0.7777777777777778,5+ Years,1
36,No,Non-Travel,152,Sales,10,3,Technical Degree,983,3,Female,85,3,2,Sales Executive,4,Single,5666.0,19899,1,Yes,13,3,2,0,6.0,1,3,5.0,3,1,3,100704,809.4285714285714,Mid,0.16666666666666666,3–5 Years,1
35,No,Travel_Rarely,882,Sales,3,4,Life Sciences,984,4,Male,92,3,3,Sales Executive,4,Divorced,7823.0,6812,6,No,13,3,2,1,12.0,2,3,10.0,9,0,8,100705,601.7692307692307,Senior,0.0,5+ Years,1
39,No,Travel_Rarely,903,Sales,2,5,Life Sciences,985,1,Male,41,4,3,Sales Executive,3,Single,7880.0,2560,0,No,18,3,4,0,9.0,3,3,8.0,7,0,7,100706,788.0,Mid,0.0,5+ Years,1
40,Yes,Non-Travel,1479,Sales,24,3,Life Sciences,986,2,Female,100,4,4,Sales Executive,2,Single,13194.0,17071,4,Yes,16,3,4,0,22.0,2,2,1.0,0,0,0,100707,573.6521739130435,Senior,0.0,0–1 Years,1
47,No,Travel_Frequently,1379,Research and Development,16,4,Medical,987,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067.0,6759,1,Yes,19,3,3,0,20.0,3,4,19.0,10,2,7,100708,241.28571428571428,Senior,0.1,5+ Years,1
36,No,Non-Travel,1229,Sales,8,4,Technical Degree,990,1,Male,84,3,2,Sales Executive,4,Divorced,5079.0,25952,4,No,13,3,4,2,12.0,3,3,7.0,7,0,7,100709,390.6923076923077,Senior,0.0,5+ Years,1
31,Yes,Non-Travel,335,Research and Development,9,2,Medical,991,3,Male,46,2,1,Research Scientist,1,Single,2321.0,10322,0,Yes,22,4,1,0,4.0,0,3,3.0,2,1,2,100710,464.2,Mid,0.25,1–3 Years,0
33,No,Non-Travel,722,Sales,17,3,Life Sciences,992,4,Male,38,3,4,Manager,3,Single,16790.5,20489,1,No,11,3,4,0,10.0,2,3,10.0,8,6,0,100711,1526.409090909091,Mid,0.5454545454545454,5+ Years,1
29,Yes,Travel_Rarely,906,Research and Development,10,3,Life Sciences,994,4,Female,92,2,1,Research Scientist,1,Single,4945.5,11479,6,Yes,20,4,3,0,3.0,5,3,0.0,0,0,0,100712,1236.375,Junior,0.0,0–1 Years,0
33,No,Travel_Rarely,461,Research and Development,13,1,Life Sciences,995,2,Female,53,3,1,Research Scientist,4,Single,4945.5,17241,3,No,18,3,1,0,5.0,4,3,3.0,2,0,2,100713,824.25,Mid,0.0,1–3 Years,0
45,No,Travel_Rarely,974,Research and Development,1,4,Medical,996,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270.0,11005,3,No,14,3,4,2,8.0,2,3,5.0,3,0,2,100714,252.22222222222223,Mid,0.0,3–5 Years,0
50,No,Travel_Rarely,1126,Research and Development,1,2,Medical,997,4,Male,66,3,4,Research Director,4,Divorced,16790.5,6615,9,No,22,4,3,1,32.0,1,2,5.0,4,1,3,100715,508.8030303030303,Senior,0.16666666666666666,3–5 Years,1
33,No,Travel_Frequently,827,Research and Development,1,4,Other,998,3,Female,84,4,2,Healthcare Representative,2,Married,5488.0,20161,1,Yes,13,3,1,1,6.0,2,3,6.0,5,1,2,100716,784.0,Mid,0.14285714285714285,5+ Years,1
41,No,Travel_Frequently,840,Research and Development,9,3,Medical,999,1,Male,64,3,5,Research Director,3,Divorced,16790.5,3735,2,No,17,3,2,1,21.0,2,4,18.0,16,0,11,100717,763.2045454545455,Senior,0.0,5+ Years,1
27,No,Travel_Rarely,1134,Research and Development,16,4,Technical Degree,1001,3,Female,37,3,1,Laboratory Technician,2,Married,2811.0,12086,9,No,14,3,2,1,4.0,2,3,2.0,2,2,2,100718,562.2,Mid,0.6666666666666666,1–3 Years,0
45,No,Non-Travel,248,Research and Development,23,2,Life Sciences,1002,4,Male,42,3,2,Laboratory Technician,1,Married,3633.0,14039,1,Yes,15,3,3,1,9.0,2,3,9.0,8,0,8,100719,363.3,Mid,0.0,5+ Years,0
47,No,Travel_Rarely,955,Sales,4,2,Life Sciences,1003,4,Female,83,3,2,Sales Executive,4,Single,4163.0,8571,1,Yes,17,3,3,0,9.0,0,3,9.0,0,0,7,100720,416.3,Mid,0.0,5+ Years,0
30,Yes,Travel_Rarely,138,Research and Development,22,3,Life Sciences,1004,1,Female,48,3,1,Research Scientist,3,Married,2132.0,11539,4,Yes,11,3,2,0,7.0,2,3,5.0,2,0,1,100721,266.5,Mid,0.0,3–5 Years,0
50,No,Travel_Rarely,939,Research and Development,24,3,Life Sciences,1005,4,Male,95,3,4,Manufacturing Director,3,Married,13973.0,4161,3,Yes,18,3,4,1,10.0,2,3,12.0,11,1,5,100722,1270.2727272727273,Mid,0.07692307692307693,5+ Years,1
38,No,Travel_Frequently,1391,Research and Development,10,1,Medical,1006,3,Male,66,3,1,Research Scientist,3,Married,4945.5,12127,0,No,17,3,2,1,3.0,0,2,2.0,1,0,2,100723,1236.375,Junior,0.0,1–3 Years,0
46,No,Travel_Rarely,566,Research and Development,7,2,Medical,1007,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845.0,24208,6,No,13,3,2,1,13.0,3,3,8.0,7,0,7,100724,774.6428571428571,Senior,0.0,5+ Years,1
24,No,Travel_Rarely,1206,Research and Development,17,1,Medical,1009,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377.0,24117,1,No,15,3,2,2,5.0,6,3,4.0,2,3,2,100725,729.5,Mid,0.6,3–5 Years,0
35,Yes,Travel_Rarely,622,Research and Development,14,4,Other,1010,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743.0,10074,1,Yes,24,4,4,1,5.0,2,1,4.0,2,0,2,100954,623.8333333333334,Mid,0.0,3–5 Years,0
31,No,Travel_Frequently,853,Research and Development,1,1,Life Sciences,1011,3,Female,96,3,2,Manufacturing Director,1,Married,4148.0,11275,1,No,12,3,3,1,4.0,1,3,4.0,3,0,3,100727,829.6,Mid,0.0,3–5 Years,0
18,No,Non-Travel,287,Research and Development,5,2,Life Sciences,1012,2,Male,73,3,1,Research Scientist,4,Single,1051.0,13493,1,No,15,3,4,0,0.0,2,3,0.0,0,0,0,100728,1051.0,Junior,0.0,0–1 Years,0
54,No,Travel_Rarely,1441,Research and Development,17,3,Technical Degree,1013,3,Female,56,3,3,Manufacturing Director,3,Married,10739.0,13943,8,No,11,3,3,1,22.0,2,3,10.0,7,0,8,100729,466.9130434782609,Senior,0.0,5+ Years,1
35,No,Travel_Rarely,583,Research and Development,25,4,Medical,1014,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388.0,6975,1,Yes,11,3,3,1,16.0,3,2,16.0,10,10,1,100730,611.0588235294117,Senior,0.5882352941176471,5+ Years,1
30,No,Travel_Rarely,153,Research and Development,8,2,Life Sciences,1015,2,Female,73,4,3,Research Director,1,Married,4945.5,17802,0,Yes,12,3,3,3,9.0,4,2,8.0,7,1,7,100731,494.55,Mid,0.1111111111111111,5+ Years,0
20,Yes,Travel_Rarely,1097,Research and Development,11,3,Medical,1016,4,Female,98,2,1,Research Scientist,1,Single,2600.0,18275,1,Yes,15,3,1,0,1.0,2,3,1.0,0,0,0,100732,1300.0,Junior,0.0,0–1 Years,0
30,Yes,Travel_Frequently,109,Research and Development,5,3,Medical,1017,2,Female,60,3,1,,2,Single,4945.5,25725,0,No,17,3,1,0,4.0,3,3,3.0,2,1,2,100733,989.1,Mid,0.25,1–3 Years,0
26,No,Travel_Rarely,1066,Research and Development,2,2,Medical,1018,4,Male,32,4,2,Manufacturing Director,4,Married,5472.0,3334,1,No,12,3,2,0,8.0,2,3,8.0,7,1,3,100734,608.0,Mid,0.1111111111111111,5+ Years,1
22,No,Travel_Rarely,217,Research and Development,8,1,Life Sciences,1019,2,Male,94,1,1,Laboratory Technician,1,Married,2451.0,6881,1,No,15,3,1,1,4.0,3,2,4.0,3,1,1,100735,490.2,Mid,0.2,3–5 Years,0
48,No,Travel_Rarely,277,Research and Development,6,3,Life Sciences,1022,1,Male,97,2,2,Healthcare Representative,3,Single,4240.0,13119,2,No,13,3,4,0,19.0,0,3,2.0,2,2,2,100736,212.0,Senior,0.6666666666666666,1–3 Years,0
48,No,Travel_Rarely,1355,Research and Development,4,4,Life Sciences,1024,3,Male,78,2,3,Healthcare Representative,3,Single,10999.0,22245,7,No,14,3,2,0,27.0,3,3,15.0,11,4,8,100737,392.82142857142856,Senior,0.25,5+ Years,1
41,No,Travel_Rarely,549,Research and Development,7,2,Medical,1025,4,Female,42,3,2,Manufacturing Director,3,Single,5003.0,23371,6,No,14,3,2,0,8.0,6,3,2.0,2,2,1,100738,555.8888888888889,Mid,0.6666666666666666,1–3 Years,1
39,No,Travel_Rarely,466,Research and Development,1,1,Life Sciences,1026,4,Female,65,2,4,Manufacturing Director,4,Married,12742.0,7060,1,No,16,3,3,1,21.0,3,3,21.0,6,11,8,100739,579.1818181818181,Senior,0.5,5+ Years,1
27,No,Travel_Rarely,1055,Research and Development,2,4,Life Sciences,1027,1,Female,47,3,2,Manufacturing Director,4,Married,4227.0,4658,0,No,18,3,2,1,4.0,2,3,3.0,2,2,2,100740,845.4,Mid,0.5,1–3 Years,0
35,No,Travel_Rarely,802,Research and Development,10,3,Other,1028,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917.0,9541,1,No,20,4,1,1,3.0,4,2,3.0,2,1,2,100741,979.25,Junior,0.25,1–3 Years,0
42,No,Travel_Rarely,265,Sales,5,2,Marketing,1029,4,Male,90,3,5,Manager,3,Married,16790.5,7770,6,No,13,3,2,0,21.0,3,4,1.0,0,0,0,100742,763.2045454545455,Senior,0.0,0–1 Years,1
50,No,Travel_Rarely,804,Research and Development,9,3,Life Sciences,1030,1,Male,64,3,1,Laboratory Technician,4,Married,2380.0,20165,4,No,18,3,2,0,8.0,5,3,1.0,0,0,0,100743,264.44444444444446,Mid,0.0,0–1 Years,0
59,No,Travel_Rarely,715,Research and Development,2,3,Life Sciences,1032,3,Female,69,2,4,Manufacturing Director,4,Single,13726.0,21829,3,Yes,13,3,1,0,30.0,4,3,5.0,3,4,3,100744,442.7741935483871,Senior,0.6666666666666666,3–5 Years,1
37,Yes,Travel_Rarely,1141,Research and Development,11,2,Medical,1033,1,Female,61,1,2,Healthcare Representative,2,Married,4777.0,14382,5,No,15,3,1,0,15.0,2,1,1.0,0,0,0,100745,298.5625,Senior,0.0,0–1 Years,0
55,No,Travel_Frequently,135,Research and Development,18,4,Medical,1034,3,Male,62,3,2,Healthcare Representative,2,Married,6385.0,12992,3,Yes,14,3,4,2,17.0,3,3,8.0,7,6,7,100746,354.72222222222223,Senior,0.6666666666666666,5+ Years,1
41,No,Non-Travel,247,Research and Development,7,1,Life Sciences,1035,2,Female,55,1,5,Research Director,3,Divorced,16790.5,20284,1,No,22,4,2,2,21.0,3,3,21.0,16,5,10,100747,763.2045454545455,Senior,0.22727272727272727,5+ Years,1
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1036,2,Male,42,3,2,Sales Executive,4,Single,6861.0,4981,8,Yes,12,3,3,0,19.0,1,3,1.0,0,0,0,100748,343.05,Senior,0.0,0–1 Years,1
26,Yes,Non-Travel,265,Sales,29,2,Medical,1037,2,Male,79,1,2,Sales Executive,1,Single,4969.0,21813,8,No,18,3,4,0,7.0,6,3,2.0,2,2,2,100749,621.125,Mid,0.6666666666666666,1–3 Years,1
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1038,1,Female,57,1,5,Manager,4,Married,4945.5,25846,1,No,15,3,4,1,33.0,3,3,32.0,14,6,9,100750,145.4558823529412,Senior,0.18181818181818182,5+ Years,0
44,No,Travel_Rarely,1448,Sales,28,3,Medical,1039,4,Female,53,4,4,Sales Executive,4,Married,13320.0,11737,3,Yes,18,3,3,1,23.0,2,3,12.0,11,11,11,100447,555.0,Senior,0.8461538461538461,5+ Years,1
50,No,Non-Travel,145,Sales,1,3,Life Sciences,1040,4,Female,95,3,2,Sales Executive,3,Married,6347.0,24920,0,No,12,3,1,1,19.0,3,3,18.0,7,0,13,100752,317.35,Senior,0.0,5+ Years,1
36,Yes,Travel_Rarely,885,Research and Development,16,4,Life Sciences,1042,3,Female,43,4,1,Laboratory Technician,1,Single,2743.0,8269,1,No,16,3,3,0,18.0,1,3,17.0,13,15,14,100753,144.3684210526316,Senior,0.8333333333333334,5+ Years,0
39,No,Travel_Frequently,945,Research and Development,22,3,Medical,1043,4,Female,82,3,3,Manufacturing Director,1,Single,10880.0,5083,1,Yes,13,3,3,0,21.0,2,3,21.0,6,2,8,100754,494.54545454545456,Senior,0.09090909090909091,5+ Years,1
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1044,2,Female,88,2,1,Sales Representative,4,Single,2342.0,21437,0,No,19,3,4,0,3.0,2,2,5.0,2,2,2,100755,585.5,Junior,0.3333333333333333,3–5 Years,0
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1045,4,Female,90,3,4,Manager,4,Married,4945.5,5404,3,No,13,3,2,1,26.0,4,4,9.0,3,1,1,100756,183.16666666666666,Senior,0.1,5+ Years,0
